name,first_seen,scan_date,size,trojan,virus,worm,backdoor,label
../data/2017-10-20/270b645ecae6ff84c246c82d96040acabb1c6576c3247651b30f04f203e199ef,2017-05-11 08:21:10,2017-10-20 01:20:17,1269584,6,3,0,0,trojan
../data/2017-10-20/12ddae06e09b87e9148ccb0be491460c888ac8787c6c7d45c5785678d45b4722,2017-10-20 11:19:55,2017-10-20 11:19:55,4575744,7,1,0,0,trojan
../data/2017-10-20/ccc7664e5afdec3bf84ecc1878bb85f65d80452e646045aa220add0bb3ccf726,2017-09-20 20:19:17,2017-10-20 01:39:09,2017667,24,0,3,1,trojan
../data/2017-10-20/821c9c2ac136f72cd064dcd47c4b587c5be268fdedd2a7445398094ada492d80,2017-10-20 01:32:16,2017-10-20 01:36:25,24064,18,0,0,15,trojan
../data/2017-10-20/75a3f077ca0341cb0143ea4484f0485351413f07da0809d184da9e798f526538,2017-09-20 20:58:42,2017-10-20 01:27:25,880669,29,1,3,0,trojan
../data/2017-10-20/e573940227a84f746ecedd67fedbe534047d697e90340a3f265e5a7bdf165628,2017-09-20 10:27:03,2017-10-20 01:02:52,2022089,25,0,3,1,trojan
../data/2017-10-20/e4aa27edb20267a7c2c6eee41182ca1972fed46a35c76272ccfe769e1b432bcf,2017-10-19 22:26:38,2017-10-20 01:38:01,2148352,7,12,0,0,virus
../data/2017-10-20/c0efa64ecb51d8e1152408d2a46f94c9203099a10df204dff867c2e92e6e3064,2017-09-20 20:46:45,2017-10-20 01:28:01,117032,2,13,0,0,virus
../data/2017-10-20/bca7b461aac86527418fafb9596cc61cfe949730b8af005186ba2428424803f5,2017-09-20 03:24:00,2017-10-20 01:43:33,261747,30,0,1,0,trojan
../data/2017-10-20/70858e09ad200bc676f60666fce3ab86cb94fb36ce32cb86cc86ea862025c5ec,2017-09-20 23:06:17,2017-10-20 01:36:26,2018348,25,0,3,1,trojan
../data/2017-10-20/220bbdb8d160040a54a856b5ad0ab8e965635260e34a5929940f5668bcdcc286,2017-10-18 17:51:57,2017-10-20 12:53:17,233472,14,0,13,0,trojan
../data/2017-10-20/dbe8b2ab6ec3534995851449a1011fc525c9882d95f18cc2e6e1e337518b8dda,2017-10-20 11:19:46,2017-10-20 11:19:46,983040,4,1,33,0,worm
../data/2017-10-20/d43f8cc6e82c3c67b40469d14d5bdbae0eb80c9175a5f867e2a1502d2ea6cee7,2017-10-18 17:28:14,2017-10-20 12:10:43,87061,15,0,24,0,worm
../data/2017-10-20/d60212cfce7ff080d388dc215057520ac5f1d397de540d7d5bd09c4eff0d7556,2017-10-20 12:30:23,2017-10-20 12:30:23,52740,21,0,0,4,trojan
../data/2017-10-20/a1804e29ad0b0cf6f1fb5b65f4200955cbfb4af37f56f1dfd9be0833b4f58ebb,2017-09-20 04:58:06,2017-10-20 01:17:15,2015466,24,0,3,1,trojan
../data/2017-10-20/d675b2453cbd75158ee9a3332452426d64eb90f7f963f82950dbe1fffe2c4bce,2017-10-18 20:56:57,2017-10-20 11:06:27,954596,27,0,12,0,trojan
